date,day,work,weekend,longweekend,reportweek,dayofmonth,month,year
2016-03-17,czwartek,1,0,0,12,17,3,2016
2016-03-18,piątek,1,0,0,12,18,3,2016
2016-03-19,sobota,1,1,1,12,19,3,2016
2016-03-20,niedziela,0,1,1,12,20,3,2016
2016-03-21,poniedziałek,1,0,0,13,21,3,2016
2016-03-22,wtorek,1,0,0,13,22,3,2016
2016-03-23,środa,1,0,0,13,23,3,2016
2016-03-24,czwartek,1,0,0,13,24,3,2016
2016-03-25,piątek,1,0,0,13,25,3,2016
2016-03-26,sobota,1,1,1,13,26,3,2016
2016-03-27,niedziela,0,1,1,13,27,3,2016
2016-03-28,poniedziałek,1,1,1,14,28,3,2016
2016-03-29,wtorek,1,0,0,14,29,3,2016
2016-03-30,środa,1,0,0,14,30,3,2016
2016-03-31,czwartek,1,0,0,14,31,3,2016
2016-04-01,piątek,1,0,0,14,1,4,2016
2016-04-02,sobota,1,1,1,14,2,4,2016
2016-04-03,niedziela,0,1,1,14,3,4,2016
2016-04-04,poniedziałek,1,0,0,15,4,4,2016
2016-04-05,wtorek,1,0,0,15,5,4,2016
2016-04-06,środa,1,0,0,15,6,4,2016
2016-04-07,czwartek,1,0,0,15,7,4,2016
2016-04-08,piątek,1,0,0,15,8,4,2016
2016-04-09,sobota,1,1,1,15,9,4,2016
2016-04-10,niedziela,0,1,1,15,10,4,2016
2016-04-11,poniedziałek,1,0,0,16,11,4,2016
2016-04-12,wtorek,1,0,0,16,12,4,2016
2016-04-13,środa,1,0,0,16,13,4,2016
2016-04-14,czwartek,1,0,0,16,14,4,2016
2016-04-15,piątek,1,0,0,16,15,4,2016
2016-04-16,sobota,1,1,1,16,16,4,2016
2016-04-17,niedziela,0,1,1,16,17,4,2016
2016-04-18,poniedziałek,1,0,0,17,18,4,2016
2016-04-19,wtorek,1,0,0,17,19,4,2016
2016-04-20,środa,1,0,0,17,20,4,2016
2016-04-21,czwartek,1,0,0,17,21,4,2016
2016-04-22,piątek,1,0,0,17,22,4,2016
2016-04-23,sobota,1,1,1,17,23,4,2016
2016-04-24,niedziela,0,1,1,17,24,4,2016
2016-04-25,poniedziałek,1,0,0,18,25,4,2016
2016-04-26,wtorek,1,0,0,18,26,4,2016
2016-04-27,środa,1,0,0,18,27,4,2016
2016-04-28,czwartek,1,0,0,18,28,4,2016
2016-04-29,piątek,1,0,0,18,29,4,2016
2016-04-30,sobota,1,1,1,18,30,4,2016
2016-05-01,niedziela,0,1,1,18,1,5,2016
2016-05-02,poniedziałek,1,0,1,19,2,5,2016
2016-05-03,wtorek,1,1,1,19,3,5,2016
2016-05-04,środa,1,0,0,19,4,5,2016
2016-05-05,czwartek,1,0,0,19,5,5,2016
2016-05-06,piątek,1,0,0,19,6,5,2016
2016-05-07,sobota,1,1,1,19,7,5,2016
2016-05-08,niedziela,0,1,1,19,8,5,2016
2016-05-09,poniedziałek,1,0,0,20,9,5,2016
2016-05-10,wtorek,1,0,0,20,10,5,2016
2016-05-11,środa,1,0,0,20,11,5,2016
2016-05-12,czwartek,1,0,0,20,12,5,2016
2016-05-13,piątek,1,0,0,20,13,5,2016
2016-05-14,sobota,1,1,1,20,14,5,2016
2016-05-15,niedziela,0,1,1,20,15,5,2016
2016-05-16,poniedziałek,1,0,0,21,16,5,2016
2016-05-17,wtorek,1,0,0,21,17,5,2016
2016-05-18,środa,1,0,0,21,18,5,2016
2016-05-19,czwartek,1,0,0,21,19,5,2016
2016-05-20,piątek,1,0,0,21,20,5,2016
2016-05-21,sobota,1,1,1,21,21,5,2016
2016-05-22,niedziela,0,1,1,21,22,5,2016
2016-05-23,poniedziałek,1,0,0,22,23,5,2016
2016-05-24,wtorek,1,0,0,22,24,5,2016
2016-05-25,środa,1,0,0,22,25,5,2016
2016-05-26,czwartek,1,1,1,22,26,5,2016
2016-05-27,piątek,1,0,1,22,27,5,2016
2016-05-28,sobota,1,1,1,22,28,5,2016
2016-05-29,niedziela,0,1,1,22,29,5,2016
2016-05-30,poniedziałek,1,0,0,23,30,5,2016
2016-05-31,wtorek,1,0,0,23,31,5,2016
2016-06-01,środa,1,0,0,23,1,6,2016
2016-06-02,czwartek,1,0,0,23,2,6,2016
2016-06-03,piątek,1,0,0,23,3,6,2016
2016-06-04,sobota,1,1,1,23,4,6,2016
2016-06-05,niedziela,0,1,1,23,5,6,2016
2016-06-06,poniedziałek,1,0,0,24,6,6,2016
2016-06-07,wtorek,1,0,0,24,7,6,2016
2016-06-08,środa,1,0,0,24,8,6,2016
2016-06-09,czwartek,1,0,0,24,9,6,2016
2016-06-10,piątek,1,0,0,24,10,6,2016
2016-06-11,sobota,1,1,1,24,11,6,2016
2016-06-12,niedziela,0,1,1,24,12,6,2016
2016-06-13,poniedziałek,1,0,0,25,13,6,2016
2016-06-14,wtorek,1,0,0,25,14,6,2016
2016-06-15,środa,1,0,0,25,15,6,2016
2016-06-16,czwartek,1,0,0,25,16,6,2016
2016-06-17,piątek,1,0,0,25,17,6,2016
2016-06-18,sobota,1,1,1,25,18,6,2016
2016-06-19,niedziela,0,1,1,25,19,6,2016
2016-06-20,poniedziałek,1,0,0,26,20,6,2016
2016-06-21,wtorek,1,0,0,26,21,6,2016
2016-06-22,środa,1,0,0,26,22,6,2016
2016-06-23,czwartek,1,0,0,26,23,6,2016
2016-06-24,piątek,1,0,0,26,24,6,2016
2016-06-25,sobota,1,1,1,26,25,6,2016
2016-06-26,niedziela,0,1,1,26,26,6,2016
2016-06-27,poniedziałek,1,0,0,27,27,6,2016
2016-06-28,wtorek,1,0,0,27,28,6,2016
2016-06-29,środa,1,0,0,27,29,6,2016
2016-06-30,czwartek,1,0,0,27,30,6,2016
2016-07-01,piątek,1,0,0,27,1,7,2016
2016-07-02,sobota,1,1,1,27,2,7,2016
2016-07-03,niedziela,0,1,1,27,3,7,2016
2016-07-04,poniedziałek,1,0,0,28,4,7,2016
2016-07-05,wtorek,1,0,0,28,5,7,2016
2016-07-06,środa,1,0,0,28,6,7,2016
2016-07-07,czwartek,1,0,0,28,7,7,2016
2016-07-08,piątek,1,0,0,28,8,7,2016
2016-07-09,sobota,1,1,1,28,9,7,2016
2016-07-10,niedziela,0,1,1,28,10,7,2016
2016-07-11,poniedziałek,1,0,0,29,11,7,2016
2016-07-12,wtorek,1,0,0,29,12,7,2016
2016-07-13,środa,1,0,0,29,13,7,2016
2016-07-14,czwartek,1,0,0,29,14,7,2016
2016-07-15,piątek,1,0,0,29,15,7,2016
2016-07-16,sobota,1,1,1,29,16,7,2016
2016-07-17,niedziela,0,1,1,29,17,7,2016
2016-07-18,poniedziałek,1,0,0,30,18,7,2016
2016-07-19,wtorek,1,0,0,30,19,7,2016
2016-07-20,środa,1,0,0,30,20,7,2016
2016-07-21,czwartek,1,0,0,30,21,7,2016
2016-07-22,piątek,1,0,0,30,22,7,2016
2016-07-23,sobota,1,1,1,30,23,7,2016
2016-07-24,niedziela,0,1,1,30,24,7,2016
2016-07-25,poniedziałek,1,0,0,31,25,7,2016
2016-07-26,wtorek,1,0,0,31,26,7,2016
2016-07-27,środa,1,0,0,31,27,7,2016
2016-07-28,czwartek,1,0,0,31,28,7,2016
2016-07-29,piątek,1,0,0,31,29,7,2016
2016-07-30,sobota,1,1,1,31,30,7,2016
2016-07-31,niedziela,0,1,1,31,31,7,2016
2016-08-01,poniedziałek,1,0,0,32,1,8,2016
2016-08-02,wtorek,1,0,0,32,2,8,2016
2016-08-03,środa,1,0,0,32,3,8,2016
2016-08-04,czwartek,1,0,0,32,4,8,2016
2016-08-05,piątek,1,0,0,32,5,8,2016
2016-08-06,sobota,1,1,1,32,6,8,2016
2016-08-07,niedziela,0,1,1,32,7,8,2016
2016-08-08,poniedziałek,1,0,0,33,8,8,2016
2016-08-09,wtorek,1,0,0,33,9,8,2016
2016-08-10,środa,1,0,0,33,10,8,2016
2016-08-11,czwartek,1,0,0,33,11,8,2016
2016-08-12,piątek,1,0,0,33,12,8,2016
2016-08-13,sobota,1,1,1,33,13,8,2016
2016-08-14,niedziela,0,1,1,33,14,8,2016
2016-08-15,poniedziałek,1,1,1,34,15,8,2016
2016-08-16,wtorek,1,0,0,34,16,8,2016
2016-08-17,środa,1,0,0,34,17,8,2016
2016-08-18,czwartek,1,0,0,34,18,8,2016
2016-08-19,piątek,1,0,0,34,19,8,2016
2016-08-20,sobota,1,1,1,34,20,8,2016
2016-08-21,niedziela,0,1,1,34,21,8,2016
2016-08-22,poniedziałek,1,0,0,35,22,8,2016
2016-08-23,wtorek,1,0,0,35,23,8,2016
2016-08-24,środa,1,0,0,35,24,8,2016
2016-08-25,czwartek,1,0,0,35,25,8,2016
2016-08-26,piątek,1,0,0,35,26,8,2016
2016-08-27,sobota,1,1,1,35,27,8,2016
2016-08-28,niedziela,0,1,1,35,28,8,2016
2016-08-29,poniedziałek,1,0,0,36,29,8,2016
2016-08-30,wtorek,1,0,0,36,30,8,2016
2016-08-31,środa,1,0,0,36,31,8,2016
2016-09-01,czwartek,1,0,0,36,1,9,2016
2016-09-02,piątek,1,0,0,36,2,9,2016
2016-09-03,sobota,1,1,1,36,3,9,2016
2016-09-04,niedziela,0,1,1,36,4,9,2016
2016-09-05,poniedziałek,1,0,0,37,5,9,2016
2016-09-06,wtorek,1,0,0,37,6,9,2016
2016-09-07,środa,1,0,0,37,7,9,2016
2016-09-08,czwartek,1,0,0,37,8,9,2016
2016-09-09,piątek,1,0,0,37,9,9,2016
2016-09-10,sobota,1,1,1,37,10,9,2016
2016-09-11,niedziela,0,1,1,37,11,9,2016
2016-09-12,poniedziałek,1,0,0,38,12,9,2016
2016-09-13,wtorek,1,0,0,38,13,9,2016
2016-09-14,środa,1,0,0,38,14,9,2016
2016-09-15,czwartek,1,0,0,38,15,9,2016
2016-09-16,piątek,1,0,0,38,16,9,2016
2016-09-17,sobota,1,1,1,38,17,9,2016
2016-09-18,niedziela,0,1,1,38,18,9,2016
2016-09-19,poniedziałek,1,0,0,39,19,9,2016
2016-09-20,wtorek,1,0,0,39,20,9,2016
2016-09-21,środa,1,0,0,39,21,9,2016
2016-09-22,czwartek,1,0,0,39,22,9,2016
2016-09-23,piątek,1,0,0,39,23,9,2016
2016-09-24,sobota,1,1,1,39,24,9,2016
2016-09-25,niedziela,0,1,1,39,25,9,2016
2016-09-26,poniedziałek,1,0,0,40,26,9,2016
2016-09-27,wtorek,1,0,0,40,27,9,2016
2016-09-28,środa,1,0,0,40,28,9,2016
2016-09-29,czwartek,1,0,0,40,29,9,2016
2016-09-30,piątek,1,0,0,40,30,9,2016
2016-10-01,sobota,1,1,1,40,1,10,2016
2016-10-02,niedziela,0,1,1,40,2,10,2016
2016-10-03,poniedziałek,1,0,0,41,3,10,2016
2016-10-04,wtorek,1,0,0,41,4,10,2016
2016-10-05,środa,1,0,0,41,5,10,2016
2016-10-06,czwartek,1,0,0,41,6,10,2016
2016-10-07,piątek,1,0,0,41,7,10,2016
2016-10-08,sobota,1,1,1,41,8,10,2016
2016-10-09,niedziela,0,1,1,41,9,10,2016
2016-10-10,poniedziałek,1,0,0,42,10,10,2016
2016-10-11,wtorek,1,0,0,42,11,10,2016
2016-10-12,środa,1,0,0,42,12,10,2016
2016-10-13,czwartek,1,0,0,42,13,10,2016
2016-10-14,piątek,1,0,0,42,14,10,2016
2016-10-15,sobota,1,1,1,42,15,10,2016
2016-10-16,niedziela,0,1,1,42,16,10,2016
2016-10-17,poniedziałek,1,0,0,43,17,10,2016
2016-10-18,wtorek,1,0,0,43,18,10,2016
2016-10-19,środa,1,0,0,43,19,10,2016
2016-10-20,czwartek,1,0,0,43,20,10,2016
2016-10-21,piątek,1,0,0,43,21,10,2016
2016-10-22,sobota,1,1,1,43,22,10,2016
2016-10-23,niedziela,0,1,1,43,23,10,2016
2016-10-24,poniedziałek,1,0,0,44,24,10,2016
2016-10-25,wtorek,1,0,0,44,25,10,2016
2016-10-26,środa,1,0,0,44,26,10,2016
2016-10-27,czwartek,1,0,0,44,27,10,2016
2016-10-28,piątek,1,0,0,44,28,10,2016
2016-10-29,sobota,1,1,1,44,29,10,2016
2016-10-30,niedziela,0,1,1,44,30,10,2016
2016-10-31,poniedziałek,1,0,1,45,31,10,2016
2016-11-01,wtorek,1,1,1,45,1,11,2016
2016-11-02,środa,1,0,0,45,2,11,2016
2016-11-03,czwartek,1,0,0,45,3,11,2016
2016-11-04,piątek,1,0,0,45,4,11,2016
2016-11-05,sobota,1,1,1,45,5,11,2016
2016-11-06,niedziela,0,1,1,45,6,11,2016
2016-11-07,poniedziałek,1,0,0,46,7,11,2016
2016-11-08,wtorek,1,0,0,46,8,11,2016
2016-11-09,środa,1,0,0,46,9,11,2016
2016-11-10,czwartek,1,0,0,46,10,11,2016
2016-11-11,piątek,1,1,1,46,11,11,2016
2016-11-12,sobota,1,1,1,46,12,11,2016
2016-11-13,niedziela,0,1,1,46,13,11,2016
2016-11-14,poniedziałek,1,0,0,47,14,11,2016
2016-11-15,wtorek,1,0,0,47,15,11,2016
2016-11-16,środa,1,0,0,47,16,11,2016
2016-11-17,czwartek,1,0,0,47,17,11,2016
2016-11-18,piątek,1,0,0,47,18,11,2016
2016-11-19,sobota,1,1,1,47,19,11,2016
2016-11-20,niedziela,0,1,1,47,20,11,2016
2016-11-21,poniedziałek,1,0,0,48,21,11,2016
2016-11-22,wtorek,1,0,0,48,22,11,2016
2016-11-23,środa,1,0,0,48,23,11,2016
2016-11-24,czwartek,1,0,0,48,24,11,2016
2016-11-25,piątek,1,0,0,48,25,11,2016
2016-11-26,sobota,1,1,1,48,26,11,2016
2016-11-27,niedziela,0,1,1,48,27,11,2016
2016-11-28,poniedziałek,1,0,0,49,28,11,2016
2016-11-29,wtorek,1,0,0,49,29,11,2016
2016-11-30,środa,1,0,0,49,30,11,2016
2016-12-01,czwartek,1,0,0,49,1,12,2016
2016-12-02,piątek,1,0,0,49,2,12,2016
2016-12-03,sobota,1,1,1,49,3,12,2016
2016-12-04,niedziela,0,1,1,49,4,12,2016
2016-12-05,poniedziałek,1,0,0,50,5,12,2016
2016-12-06,wtorek,1,0,0,50,6,12,2016
2016-12-07,środa,1,0,0,50,7,12,2016
2016-12-08,czwartek,1,0,0,50,8,12,2016
2016-12-09,piątek,1,0,0,50,9,12,2016
2016-12-10,sobota,1,1,1,50,10,12,2016
2016-12-11,niedziela,0,1,1,50,11,12,2016
2016-12-12,poniedziałek,1,0,0,51,12,12,2016
2016-12-13,wtorek,1,0,0,51,13,12,2016
2016-12-14,środa,1,0,0,51,14,12,2016
2016-12-15,czwartek,1,0,0,51,15,12,2016
2016-12-16,piątek,1,0,0,51,16,12,2016
2016-12-17,sobota,1,1,1,51,17,12,2016
2016-12-18,niedziela,0,1,1,51,18,12,2016
2016-12-19,poniedziałek,1,0,0,52,19,12,2016
2016-12-20,wtorek,1,0,0,52,20,12,2016
2016-12-21,środa,1,0,0,52,21,12,2016
2016-12-22,czwartek,1,0,0,52,22,12,2016
2016-12-23,piątek,1,0,0,52,23,12,2016
2016-12-24,sobota,1,1,1,52,24,12,2016
2016-12-25,niedziela,0,1,1,52,25,12,2016
2016-12-26,poniedziałek,1,1,1,53,26,12,2016
2016-12-27,wtorek,1,0,0,53,27,12,2016
2016-12-28,środa,1,0,0,53,28,12,2016
2016-12-29,czwartek,1,0,0,53,29,12,2016
2016-12-30,piątek,1,0,0,53,30,12,2016
2016-12-31,sobota,1,1,1,53,31,12,2016
