date,day,work,weekend,longweekend,reportweek,dayofmonth,month,year
2019-03-02,sobota,0,1,1,9,2,3,2019
2019-03-03,niedziela,0,1,1,9,3,3,2019
2019-03-04,poniedziałek,1,0,0,10,4,3,2019
2019-03-05,wtorek,1,0,0,10,5,3,2019
2019-03-06,środa,1,0,0,10,6,3,2019
2019-03-07,czwartek,1,0,0,10,7,3,2019
2019-03-08,piątek,1,0,0,10,8,3,2019
2019-03-09,sobota,0,1,1,10,9,3,2019
2019-03-10,niedziela,0,1,1,10,10,3,2019
2019-03-11,poniedziałek,1,0,0,11,11,3,2019
2019-03-12,wtorek,1,0,0,11,12,3,2019
2019-03-13,środa,1,0,0,11,13,3,2019
2019-03-14,czwartek,1,0,0,11,14,3,2019
2019-03-15,piątek,1,0,0,11,15,3,2019
2019-03-16,sobota,0,1,1,11,16,3,2019
2019-03-17,niedziela,0,1,1,11,17,3,2019
2019-03-18,poniedziałek,1,0,0,12,18,3,2019
2019-03-19,wtorek,1,0,0,12,19,3,2019
2019-03-20,środa,1,0,0,12,20,3,2019
2019-03-21,czwartek,1,0,0,12,21,3,2019
2019-03-22,piątek,1,0,0,12,22,3,2019
2019-03-23,sobota,0,1,1,12,23,3,2019
2019-03-24,niedziela,0,1,1,12,24,3,2019
2019-03-25,poniedziałek,1,0,0,13,25,3,2019
2019-03-26,wtorek,1,0,0,13,26,3,2019
2019-03-27,środa,1,0,0,13,27,3,2019
2019-03-28,czwartek,1,0,0,13,28,3,2019
2019-03-29,piątek,1,0,0,13,29,3,2019
2019-03-30,sobota,0,1,1,13,30,3,2019
2019-03-31,niedziela,0,1,1,13,31,3,2019
2019-04-01,poniedziałek,1,0,0,14,1,4,2019
2019-04-02,wtorek,1,0,0,14,2,4,2019
2019-04-03,środa,1,0,0,14,3,4,2019
2019-04-04,czwartek,1,0,0,14,4,4,2019
2019-04-05,piątek,1,0,0,14,5,4,2019
2019-04-06,sobota,0,1,1,14,6,4,2019
2019-04-07,niedziela,0,1,1,14,7,4,2019
2019-04-08,poniedziałek,1,0,0,15,8,4,2019
2019-04-09,wtorek,1,0,0,15,9,4,2019
2019-04-10,środa,1,0,0,15,10,4,2019
2019-04-11,czwartek,1,0,0,15,11,4,2019
2019-04-12,piątek,1,0,0,15,12,4,2019
2019-04-13,sobota,0,1,1,15,13,4,2019
2019-04-14,niedziela,0,1,1,15,14,4,2019
2019-04-15,poniedziałek,1,0,0,16,15,4,2019
2019-04-16,wtorek,1,0,0,16,16,4,2019
2019-04-17,środa,1,0,0,16,17,4,2019
2019-04-18,czwartek,1,0,0,16,18,4,2019
2019-04-19,piątek,1,0,0,16,19,4,2019
2019-04-20,sobota,0,1,1,16,20,4,2019
2019-04-21,niedziela,0,1,1,16,21,4,2019
2019-04-22,poniedziałek,1,0,1,17,22,4,2019
2019-04-23,wtorek,1,0,0,17,23,4,2019
2019-04-24,środa,1,0,0,17,24,4,2019
2019-04-25,czwartek,1,0,0,17,25,4,2019
2019-04-26,piątek,1,0,0,17,26,4,2019
2019-04-27,sobota,0,1,1,17,27,4,2019
2019-04-28,niedziela,0,1,1,17,28,4,2019
2019-04-29,poniedziałek,1,0,0,18,29,4,2019
2019-04-30,wtorek,1,0,0,18,30,4,2019
2019-05-01,środa,1,0,1,18,1,5,2019
2019-05-02,czwartek,1,0,1,18,2,5,2019
2019-05-03,piątek,1,0,1,18,3,5,2019
2019-05-04,sobota,0,1,1,18,4,5,2019
2019-05-05,niedziela,0,1,1,18,5,5,2019
2019-05-06,poniedziałek,1,0,0,19,6,5,2019
2019-05-07,wtorek,1,0,0,19,7,5,2019
2019-05-08,środa,1,0,0,19,8,5,2019
2019-05-09,czwartek,1,0,0,19,9,5,2019
2019-05-10,piątek,1,0,0,19,10,5,2019
2019-05-11,sobota,0,1,1,19,11,5,2019
2019-05-12,niedziela,0,1,1,19,12,5,2019
2019-05-13,poniedziałek,1,0,0,20,13,5,2019
2019-05-14,wtorek,1,0,0,20,14,5,2019
2019-05-15,środa,1,0,0,20,15,5,2019
2019-05-16,czwartek,1,0,0,20,16,5,2019
2019-05-17,piątek,1,0,0,20,17,5,2019
2019-05-18,sobota,0,1,1,20,18,5,2019
2019-05-19,niedziela,0,1,1,20,19,5,2019
2019-05-20,poniedziałek,1,0,0,21,20,5,2019
2019-05-21,wtorek,1,0,0,21,21,5,2019
2019-05-22,środa,1,0,0,21,22,5,2019
2019-05-23,czwartek,1,0,0,21,23,5,2019
2019-05-24,piątek,1,0,0,21,24,5,2019
2019-05-25,sobota,0,1,1,21,25,5,2019
2019-05-26,niedziela,0,1,1,21,26,5,2019
2019-05-27,poniedziałek,1,0,0,22,27,5,2019
2019-05-28,wtorek,1,0,0,22,28,5,2019
2019-05-29,środa,1,0,0,22,29,5,2019
2019-05-30,czwartek,1,0,0,22,30,5,2019
2019-05-31,piątek,1,0,0,22,31,5,2019
2019-06-01,sobota,0,1,1,22,1,6,2019
2019-06-02,niedziela,0,1,1,22,2,6,2019
2019-06-03,poniedziałek,1,0,0,23,3,6,2019
2019-06-04,wtorek,1,0,0,23,4,6,2019
2019-06-05,środa,1,0,0,23,5,6,2019
2019-06-06,czwartek,1,0,0,23,6,6,2019
2019-06-07,piątek,1,0,0,23,7,6,2019
2019-06-08,sobota,0,1,1,23,8,6,2019
2019-06-09,niedziela,0,1,1,23,9,6,2019
2019-06-10,poniedziałek,1,0,0,24,10,6,2019
2019-06-11,wtorek,1,0,0,24,11,6,2019
2019-06-12,środa,1,0,0,24,12,6,2019
2019-06-13,czwartek,1,0,0,24,13,6,2019
2019-06-14,piątek,1,0,0,24,14,6,2019
2019-06-15,sobota,0,1,1,24,15,6,2019
2019-06-16,niedziela,0,1,1,24,16,6,2019
2019-06-17,poniedziałek,1,0,0,25,17,6,2019
2019-06-18,wtorek,1,0,0,25,18,6,2019
2019-06-19,środa,1,0,0,25,19,6,2019
2019-06-20,czwartek,1,0,1,25,20,6,2019
2019-06-21,piątek,1,0,1,25,21,6,2019
2019-06-22,sobota,0,1,1,25,22,6,2019
2019-06-23,niedziela,0,1,1,25,23,6,2019
2019-06-24,poniedziałek,1,0,0,26,24,6,2019
2019-06-25,wtorek,1,0,0,26,25,6,2019
2019-06-26,środa,1,0,0,26,26,6,2019
2019-06-27,czwartek,1,0,0,26,27,6,2019
2019-06-28,piątek,1,0,0,26,28,6,2019
2019-06-29,sobota,0,1,1,26,29,6,2019
2019-06-30,niedziela,0,1,1,26,30,6,2019
2019-07-01,poniedziałek,1,0,0,27,1,7,2019
2019-07-02,wtorek,1,0,0,27,2,7,2019
2019-07-03,środa,1,0,0,27,3,7,2019
2019-07-04,czwartek,1,0,0,27,4,7,2019
2019-07-05,piątek,1,0,0,27,5,7,2019
2019-07-06,sobota,0,1,1,27,6,7,2019
2019-07-07,niedziela,0,1,1,27,7,7,2019
2019-07-08,poniedziałek,1,0,0,28,8,7,2019
2019-07-09,wtorek,1,0,0,28,9,7,2019
2019-07-10,środa,1,0,0,28,10,7,2019
2019-07-11,czwartek,1,0,0,28,11,7,2019
2019-07-12,piątek,1,0,0,28,12,7,2019
2019-07-13,sobota,0,1,1,28,13,7,2019
2019-07-14,niedziela,0,1,1,28,14,7,2019
2019-07-15,poniedziałek,1,0,0,29,15,7,2019
2019-07-16,wtorek,1,0,0,29,16,7,2019
2019-07-17,środa,1,0,0,29,17,7,2019
2019-07-18,czwartek,1,0,0,29,18,7,2019
2019-07-19,piątek,1,0,0,29,19,7,2019
2019-07-20,sobota,0,1,1,29,20,7,2019
2019-07-21,niedziela,0,1,1,29,21,7,2019
2019-07-22,poniedziałek,1,0,0,30,22,7,2019
2019-07-23,wtorek,1,0,0,30,23,7,2019
2019-07-24,środa,1,0,0,30,24,7,2019
2019-07-25,czwartek,1,0,0,30,25,7,2019
2019-07-26,piątek,1,0,0,30,26,7,2019
2019-07-27,sobota,0,1,1,30,27,7,2019
2019-07-28,niedziela,0,1,1,30,28,7,2019
2019-07-29,poniedziałek,1,0,0,31,29,7,2019
2019-07-30,wtorek,1,0,0,31,30,7,2019
2019-07-31,środa,1,0,0,31,31,7,2019
2019-08-01,czwartek,1,0,0,31,1,8,2019
2019-08-02,piątek,1,0,0,31,2,8,2019
2019-08-03,sobota,0,1,1,31,3,8,2019
2019-08-04,niedziela,0,1,1,31,4,8,2019
2019-08-05,poniedziałek,1,0,0,32,5,8,2019
2019-08-06,wtorek,1,0,0,32,6,8,2019
2019-08-07,środa,1,0,0,32,7,8,2019
2019-08-08,czwartek,1,0,0,32,8,8,2019
2019-08-09,piątek,1,0,0,32,9,8,2019
2019-08-10,sobota,0,1,1,32,10,8,2019
2019-08-11,niedziela,0,1,1,32,11,8,2019
2019-08-12,poniedziałek,1,0,0,33,12,8,2019
2019-08-13,wtorek,1,0,0,33,13,8,2019
2019-08-14,środa,1,0,0,33,14,8,2019
2019-08-15,czwartek,1,0,1,33,15,8,2019
2019-08-16,piątek,1,0,1,33,16,8,2019
2019-08-17,sobota,0,1,1,33,17,8,2019
2019-08-18,niedziela,0,1,1,33,18,8,2019
2019-08-19,poniedziałek,1,0,0,34,19,8,2019
2019-08-20,wtorek,1,0,0,34,20,8,2019
2019-08-21,środa,1,0,0,34,21,8,2019
2019-08-22,czwartek,1,0,0,34,22,8,2019
2019-08-23,piątek,1,0,0,34,23,8,2019
2019-08-24,sobota,0,1,1,34,24,8,2019
2019-08-25,niedziela,0,1,1,34,25,8,2019
2019-08-26,poniedziałek,1,0,0,35,26,8,2019
2019-08-27,wtorek,1,0,0,35,27,8,2019
2019-08-28,środa,1,0,0,35,28,8,2019
2019-08-29,czwartek,1,0,0,35,29,8,2019
2019-08-30,piątek,1,0,0,35,30,8,2019
2019-08-31,sobota,0,1,1,35,31,8,2019
2019-09-01,niedziela,0,1,1,35,1,9,2019
2019-09-02,poniedziałek,1,0,0,36,2,9,2019
2019-09-03,wtorek,1,0,0,36,3,9,2019
2019-09-04,środa,1,0,0,36,4,9,2019
2019-09-05,czwartek,1,0,0,36,5,9,2019
2019-09-06,piątek,1,0,0,36,6,9,2019
2019-09-07,sobota,0,1,1,36,7,9,2019
2019-09-08,niedziela,0,1,1,36,8,9,2019
2019-09-09,poniedziałek,1,0,0,37,9,9,2019
2019-09-10,wtorek,1,0,0,37,10,9,2019
2019-09-11,środa,1,0,0,37,11,9,2019
2019-09-12,czwartek,1,0,0,37,12,9,2019
2019-09-13,piątek,1,0,0,37,13,9,2019
2019-09-14,sobota,0,1,1,37,14,9,2019
2019-09-15,niedziela,0,1,1,37,15,9,2019
2019-09-16,poniedziałek,1,0,0,38,16,9,2019
2019-09-17,wtorek,1,0,0,38,17,9,2019
2019-09-18,środa,1,0,0,38,18,9,2019
2019-09-19,czwartek,1,0,0,38,19,9,2019
2019-09-20,piątek,1,0,0,38,20,9,2019
2019-09-21,sobota,0,1,1,38,21,9,2019
2019-09-22,niedziela,0,1,1,38,22,9,2019
2019-09-23,poniedziałek,1,0,0,39,23,9,2019
2019-09-24,wtorek,1,0,0,39,24,9,2019
2019-09-25,środa,1,0,0,39,25,9,2019
2019-09-26,czwartek,1,0,0,39,26,9,2019
2019-09-27,piątek,1,0,0,39,27,9,2019
2019-09-28,sobota,0,1,1,39,28,9,2019
2019-09-29,niedziela,0,1,1,39,29,9,2019
2019-09-30,poniedziałek,1,0,1,40,30,9,2019
2019-10-01,wtorek,1,0,1,40,1,10,2019
2019-10-02,środa,1,0,0,40,2,10,2019
2019-10-03,czwartek,1,0,0,40,3,10,2019
2019-10-04,piątek,1,0,0,40,4,10,2019
2019-10-05,sobota,0,1,1,40,5,10,2019
2019-10-06,niedziela,0,1,1,40,6,10,2019
2019-10-07,poniedziałek,1,0,0,41,7,10,2019
2019-10-08,wtorek,1,0,0,41,8,10,2019
2019-10-09,środa,1,0,0,41,9,10,2019
2019-10-10,czwartek,1,0,0,41,10,10,2019
2019-10-11,piątek,1,0,1,41,11,10,2019
2019-10-12,sobota,0,1,1,41,12,10,2019
2019-10-13,niedziela,0,1,1,41,13,10,2019
2019-10-14,poniedziałek,1,0,0,42,14,10,2019
2019-10-15,wtorek,1,0,0,42,15,10,2019
2019-10-16,środa,1,0,0,42,16,10,2019
2019-10-17,czwartek,1,0,0,42,17,10,2019
2019-10-18,piątek,1,0,0,42,18,10,2019
2019-10-19,sobota,0,1,1,42,19,10,2019
2019-10-20,niedziela,0,1,1,42,20,10,2019
2019-10-21,poniedziałek,1,0,0,43,21,10,2019
2019-10-22,wtorek,1,0,0,43,22,10,2019
2019-10-23,środa,1,0,0,43,23,10,2019
2019-10-24,czwartek,1,0,0,43,24,10,2019
2019-10-25,piątek,1,0,0,43,25,10,2019
2019-10-26,sobota,0,1,1,43,26,10,2019
2019-10-27,niedziela,0,1,1,43,27,10,2019
2019-10-28,poniedziałek,1,0,0,44,28,10,2019
2019-10-29,wtorek,1,0,0,44,29,10,2019
2019-10-30,środa,1,0,0,44,30,10,2019
2019-10-31,czwartek,1,0,0,44,31,10,2019
2019-11-01,piątek,1,0,0,44,1,11,2019
2019-11-02,sobota,0,1,1,44,2,11,2019
2019-11-03,niedziela,0,1,1,44,3,11,2019
2019-11-04,poniedziałek,1,0,0,45,4,11,2019
2019-11-05,wtorek,1,0,0,45,5,11,2019
2019-11-06,środa,1,0,0,45,6,11,2019
2019-11-07,czwartek,1,0,0,45,7,11,2019
2019-11-08,piątek,1,0,0,45,8,11,2019
2019-11-09,sobota,0,1,1,45,9,11,2019
2019-11-10,niedziela,0,1,1,45,10,11,2019
2019-11-11,poniedziałek,1,0,0,46,11,11,2019
2019-11-12,wtorek,1,0,0,46,12,11,2019
2019-11-13,środa,1,0,0,46,13,11,2019
2019-11-14,czwartek,1,0,0,46,14,11,2019
2019-11-15,piątek,1,0,0,46,15,11,2019
2019-11-16,sobota,0,1,1,46,16,11,2019
2019-11-17,niedziela,0,1,1,46,17,11,2019
2019-11-18,poniedziałek,1,0,0,47,18,11,2019
2019-11-19,wtorek,1,0,0,47,19,11,2019
2019-11-20,środa,1,0,0,47,20,11,2019
2019-11-21,czwartek,1,0,0,47,21,11,2019
2019-11-22,piątek,1,0,0,47,22,11,2019
2019-11-23,sobota,0,1,1,47,23,11,2019
2019-11-24,niedziela,0,1,1,47,24,11,2019
2019-11-25,poniedziałek,1,0,0,48,25,11,2019
2019-11-26,wtorek,1,0,0,48,26,11,2019
2019-11-27,środa,1,0,0,48,27,11,2019
2019-11-28,czwartek,1,0,0,48,28,11,2019
2019-11-29,piątek,1,0,0,48,29,11,2019
2019-11-30,sobota,0,1,1,48,30,11,2019
2019-12-01,niedziela,0,1,1,48,1,12,2019
2019-12-02,poniedziałek,1,0,0,49,2,12,2019
2019-12-03,wtorek,1,0,0,49,3,12,2019
2019-12-04,środa,1,0,0,49,4,12,2019
2019-12-05,czwartek,1,0,0,49,5,12,2019
2019-12-06,piątek,1,0,0,49,6,12,2019
2019-12-07,sobota,0,1,1,49,7,12,2019
2019-12-08,niedziela,0,1,1,49,8,12,2019
2019-12-09,poniedziałek,1,0,0,50,9,12,2019
2019-12-10,wtorek,1,0,0,50,10,12,2019
2019-12-11,środa,1,0,0,50,11,12,2019
2019-12-12,czwartek,1,0,0,50,12,12,2019
2019-12-13,piątek,1,0,0,50,13,12,2019
2019-12-14,sobota,0,1,1,50,14,12,2019
2019-12-15,niedziela,0,1,1,50,15,12,2019
2019-12-16,poniedziałek,1,0,0,51,16,12,2019
2019-12-17,wtorek,1,0,0,51,17,12,2019
2019-12-18,środa,1,0,0,51,18,12,2019
2019-12-19,czwartek,1,0,0,51,19,12,2019
2019-12-20,piątek,1,0,0,51,20,12,2019
2019-12-21,sobota,0,1,1,51,21,12,2019
2019-12-22,niedziela,0,1,1,51,22,12,2019
2019-12-23,poniedziałek,1,0,0,52,23,12,2019
2019-12-24,wtorek,1,0,0,52,24,12,2019
2019-12-25,środa,1,0,1,52,25,12,2019
2019-12-26,czwartek,1,0,1,52,26,12,2019
2019-12-27,piątek,1,0,1,52,27,12,2019
2019-12-28,sobota,0,1,1,52,28,12,2019
2019-12-29,niedziela,0,1,1,52,29,12,2019
2019-12-30,poniedziałek,1,0,0,53,30,12,2019
2019-12-31,wtorek,1,0,0,53,31,12,2019
2020-01-01,środa,1,0,1,53,1,1,2020
