date,day,work,weekend,longweekend,reportweek,dayofmonth,month,year
2018-04-13,piątek,1,0,0,15,13,4,2018
2018-04-14,sobota,0,1,1,15,14,4,2018
2018-04-15,niedziela,0,1,1,15,15,4,2018
2018-04-16,poniedziałek,1,0,0,16,16,4,2018
2018-04-17,wtorek,1,0,0,16,17,4,2018
2018-04-18,środa,1,0,0,16,18,4,2018
2018-04-19,czwartek,1,0,0,16,19,4,2018
2018-04-20,piątek,1,0,0,16,20,4,2018
2018-04-21,sobota,0,1,1,16,21,4,2018
2018-04-22,niedziela,0,1,1,16,22,4,2018
2018-04-23,poniedziałek,1,0,0,17,23,4,2018
2018-04-24,wtorek,1,0,0,17,24,4,2018
2018-04-25,środa,1,0,0,17,25,4,2018
2018-04-26,czwartek,1,0,0,17,26,4,2018
2018-04-27,piątek,1,0,0,17,27,4,2018
2018-04-28,sobota,0,1,1,17,28,4,2018
2018-04-29,niedziela,0,1,1,17,29,4,2018
2018-04-30,poniedziałek,1,0,1,18,30,4,2018
2018-05-01,wtorek,0,0,1,18,1,5,2018
2018-05-02,środa,1,0,1,18,2,5,2018
2018-05-03,czwartek,0,0,1,18,3,5,2018
2018-05-04,piątek,1,0,1,18,4,5,2018
2018-05-05,sobota,0,1,1,18,5,5,2018
2018-05-06,niedziela,0,1,1,18,6,5,2018
2018-05-07,poniedziałek,1,0,0,19,7,5,2018
2018-05-08,wtorek,1,0,0,19,8,5,2018
2018-05-09,środa,1,0,0,19,9,5,2018
2018-05-10,czwartek,1,0,0,19,10,5,2018
2018-05-11,piątek,1,0,0,19,11,5,2018
2018-05-12,sobota,0,1,1,19,12,5,2018
2018-05-13,niedziela,0,1,1,19,13,5,2018
2018-05-14,poniedziałek,1,0,0,20,14,5,2018
2018-05-15,wtorek,1,0,0,20,15,5,2018
2018-05-16,środa,1,0,0,20,16,5,2018
2018-05-17,czwartek,1,0,0,20,17,5,2018
2018-05-18,piątek,1,0,0,20,18,5,2018
2018-05-19,sobota,0,1,1,20,19,5,2018
2018-05-20,niedziela,0,1,1,20,20,5,2018
2018-05-21,poniedziałek,1,0,0,21,21,5,2018
2018-05-22,wtorek,1,0,0,21,22,5,2018
2018-05-23,środa,1,0,0,21,23,5,2018
2018-05-24,czwartek,1,0,0,21,24,5,2018
2018-05-25,piątek,1,0,0,21,25,5,2018
2018-05-26,sobota,0,1,1,21,26,5,2018
2018-05-27,niedziela,0,1,1,21,27,5,2018
2018-05-28,poniedziałek,1,0,0,22,28,5,2018
2018-05-29,wtorek,1,0,0,22,29,5,2018
2018-05-30,środa,1,0,0,22,30,5,2018
2018-05-31,czwartek,0,0,1,22,31,5,2018
2018-06-01,piątek,1,0,1,22,1,6,2018
2018-06-02,sobota,0,1,1,22,2,6,2018
2018-06-03,niedziela,0,1,1,22,3,6,2018
2018-06-04,poniedziałek,1,0,0,23,4,6,2018
2018-06-05,wtorek,1,0,0,23,5,6,2018
2018-06-06,środa,1,0,0,23,6,6,2018
2018-06-07,czwartek,1,0,0,23,7,6,2018
2018-06-08,piątek,1,0,0,23,8,6,2018
2018-06-09,sobota,0,1,1,23,9,6,2018
2018-06-10,niedziela,0,1,1,23,10,6,2018
2018-06-11,poniedziałek,1,0,0,24,11,6,2018
2018-06-12,wtorek,1,0,0,24,12,6,2018
2018-06-13,środa,1,0,0,24,13,6,2018
2018-06-14,czwartek,1,0,0,24,14,6,2018
2018-06-15,piątek,1,0,0,24,15,6,2018
2018-06-16,sobota,0,1,1,24,16,6,2018
2018-06-17,niedziela,0,1,1,24,17,6,2018
2018-06-18,poniedziałek,1,0,0,25,18,6,2018
2018-06-19,wtorek,1,0,0,25,19,6,2018
2018-06-20,środa,1,0,0,25,20,6,2018
2018-06-21,czwartek,1,0,0,25,21,6,2018
2018-06-22,piątek,1,0,0,25,22,6,2018
2018-06-23,sobota,0,1,1,25,23,6,2018
2018-06-24,niedziela,0,1,1,25,24,6,2018
2018-06-25,poniedziałek,1,0,0,26,25,6,2018
2018-06-26,wtorek,1,0,0,26,26,6,2018
2018-06-27,środa,1,0,0,26,27,6,2018
2018-06-28,czwartek,1,0,0,26,28,6,2018
2018-06-29,piątek,1,0,0,26,29,6,2018
2018-06-30,sobota,0,1,1,26,30,6,2018
2018-07-01,niedziela,0,1,1,26,1,7,2018
2018-07-02,poniedziałek,1,0,0,27,2,7,2018
2018-07-03,wtorek,1,0,0,27,3,7,2018
2018-07-04,środa,1,0,0,27,4,7,2018
2018-07-05,czwartek,1,0,0,27,5,7,2018
2018-07-06,piątek,1,0,0,27,6,7,2018
2018-07-07,sobota,0,1,1,27,7,7,2018
2018-07-08,niedziela,0,1,1,27,8,7,2018
2018-07-09,poniedziałek,1,0,0,28,9,7,2018
2018-07-10,wtorek,1,0,0,28,10,7,2018
2018-07-11,środa,1,0,0,28,11,7,2018
2018-07-12,czwartek,1,0,0,28,12,7,2018
2018-07-13,piątek,1,0,0,28,13,7,2018
2018-07-14,sobota,0,1,1,28,14,7,2018
2018-07-15,niedziela,0,1,1,28,15,7,2018
2018-07-16,poniedziałek,1,0,0,29,16,7,2018
2018-07-17,wtorek,1,0,0,29,17,7,2018
2018-07-18,środa,1,0,0,29,18,7,2018
2018-07-19,czwartek,1,0,0,29,19,7,2018
2018-07-20,piątek,1,0,0,29,20,7,2018
2018-07-21,sobota,0,1,1,29,21,7,2018
2018-07-22,niedziela,0,1,1,29,22,7,2018
2018-07-23,poniedziałek,1,0,0,30,23,7,2018
2018-07-24,wtorek,1,0,0,30,24,7,2018
2018-07-25,środa,1,0,0,30,25,7,2018
2018-07-26,czwartek,1,0,0,30,26,7,2018
2018-07-27,piątek,1,0,0,30,27,7,2018
2018-07-28,sobota,0,1,1,30,28,7,2018
2018-07-29,niedziela,0,1,1,30,29,7,2018
2018-07-30,poniedziałek,1,0,0,31,30,7,2018
2018-07-31,wtorek,1,0,0,31,31,7,2018
2018-08-01,środa,1,0,0,31,1,8,2018
2018-08-02,czwartek,1,0,0,31,2,8,2018
2018-08-03,piątek,1,0,0,31,3,8,2018
2018-08-04,sobota,0,1,1,31,4,8,2018
2018-08-05,niedziela,0,1,1,31,5,8,2018
2018-08-06,poniedziałek,1,0,0,32,6,8,2018
2018-08-07,wtorek,1,0,0,32,7,8,2018
2018-08-08,środa,1,0,0,32,8,8,2018
2018-08-09,czwartek,1,0,0,32,9,8,2018
2018-08-10,piątek,1,0,0,32,10,8,2018
2018-08-11,sobota,0,1,1,32,11,8,2018
2018-08-12,niedziela,0,1,1,32,12,8,2018
2018-08-13,poniedziałek,1,0,0,33,13,8,2018
2018-08-14,wtorek,1,0,0,33,14,8,2018
2018-08-15,środa,0,0,1,33,15,8,2018
2018-08-16,czwartek,1,0,0,33,16,8,2018
2018-08-17,piątek,1,0,0,33,17,8,2018
2018-08-18,sobota,0,1,1,33,18,8,2018
2018-08-19,niedziela,0,1,1,33,19,8,2018
2018-08-20,poniedziałek,1,0,0,34,20,8,2018
2018-08-21,wtorek,1,0,0,34,21,8,2018
2018-08-22,środa,1,0,0,34,22,8,2018
2018-08-23,czwartek,1,0,0,34,23,8,2018
2018-08-24,piątek,1,0,0,34,24,8,2018
2018-08-25,sobota,0,1,1,34,25,8,2018
2018-08-26,niedziela,0,1,1,34,26,8,2018
2018-08-27,poniedziałek,1,0,0,35,27,8,2018
2018-08-28,wtorek,1,0,0,35,28,8,2018
2018-08-29,środa,1,0,0,35,29,8,2018
2018-08-30,czwartek,1,0,0,35,30,8,2018
2018-08-31,piątek,1,0,0,35,31,8,2018
2018-09-01,sobota,0,1,1,35,1,9,2018
2018-09-02,niedziela,0,1,1,35,2,9,2018
2018-09-03,poniedziałek,1,0,0,36,3,9,2018
2018-09-04,wtorek,1,0,0,36,4,9,2018
2018-09-05,środa,1,0,0,36,5,9,2018
2018-09-06,czwartek,1,0,0,36,6,9,2018
2018-09-07,piątek,1,0,0,36,7,9,2018
2018-09-08,sobota,0,1,1,36,8,9,2018
2018-09-09,niedziela,0,1,1,36,9,9,2018
2018-09-10,poniedziałek,1,0,0,37,10,9,2018
2018-09-11,wtorek,1,0,0,37,11,9,2018
2018-09-12,środa,1,0,0,37,12,9,2018
2018-09-13,czwartek,1,0,0,37,13,9,2018
2018-09-14,piątek,1,0,0,37,14,9,2018
2018-09-15,sobota,0,1,1,37,15,9,2018
2018-09-16,niedziela,0,1,1,37,16,9,2018
2018-09-17,poniedziałek,1,0,0,38,17,9,2018
2018-09-18,wtorek,1,0,0,38,18,9,2018
2018-09-19,środa,1,0,0,38,19,9,2018
2018-09-20,czwartek,1,0,0,38,20,9,2018
2018-09-21,piątek,1,0,0,38,21,9,2018
2018-09-22,sobota,0,1,1,38,22,9,2018
2018-09-23,niedziela,0,1,1,38,23,9,2018
2018-09-24,poniedziałek,1,0,0,39,24,9,2018
2018-09-25,wtorek,1,0,0,39,25,9,2018
2018-09-26,środa,1,0,0,39,26,9,2018
2018-09-27,czwartek,1,0,0,39,27,9,2018
2018-09-28,piątek,1,0,0,39,28,9,2018
2018-09-29,sobota,0,1,1,39,29,9,2018
2018-09-30,niedziela,0,1,1,39,30,9,2018
2018-10-01,poniedziałek,1,0,0,40,1,10,2018
2018-10-02,wtorek,1,0,0,40,2,10,2018
2018-10-03,środa,1,0,0,40,3,10,2018
2018-10-04,czwartek,1,0,0,40,4,10,2018
2018-10-05,piątek,1,0,0,40,5,10,2018
2018-10-06,sobota,0,1,1,40,6,10,2018
2018-10-07,niedziela,0,1,1,40,7,10,2018
2018-10-08,poniedziałek,1,0,0,41,8,10,2018
2018-10-09,wtorek,1,0,0,41,9,10,2018
2018-10-10,środa,1,0,0,41,10,10,2018
2018-10-11,czwartek,1,0,0,41,11,10,2018
2018-10-12,piątek,1,0,0,41,12,10,2018
2018-10-13,sobota,0,1,1,41,13,10,2018
2018-10-14,niedziela,0,1,1,41,14,10,2018
2018-10-15,poniedziałek,1,0,0,42,15,10,2018
2018-10-16,wtorek,1,0,0,42,16,10,2018
2018-10-17,środa,1,0,0,42,17,10,2018
2018-10-18,czwartek,1,0,0,42,18,10,2018
2018-10-19,piątek,1,0,0,42,19,10,2018
2018-10-20,sobota,0,1,1,42,20,10,2018
2018-10-21,niedziela,0,1,1,42,21,10,2018
2018-10-22,poniedziałek,1,0,0,43,22,10,2018
2018-10-23,wtorek,1,0,0,43,23,10,2018
2018-10-24,środa,1,0,0,43,24,10,2018
2018-10-25,czwartek,1,0,0,43,25,10,2018
2018-10-26,piątek,1,0,0,43,26,10,2018
2018-10-27,sobota,0,1,1,43,27,10,2018
2018-10-28,niedziela,0,1,1,43,28,10,2018
2018-10-29,poniedziałek,1,0,0,44,29,10,2018
2018-10-30,wtorek,1,0,0,44,30,10,2018
2018-10-31,środa,1,0,0,44,31,10,2018
2018-11-01,czwartek,0,0,1,44,1,11,2018
2018-11-02,piątek,1,0,1,44,2,11,2018
2018-11-03,sobota,0,1,1,44,3,11,2018
2018-11-04,niedziela,0,1,1,44,4,11,2018
2018-11-05,poniedziałek,1,0,0,45,5,11,2018
2018-11-06,wtorek,1,0,0,45,6,11,2018
2018-11-07,środa,1,0,0,45,7,11,2018
2018-11-08,czwartek,1,0,0,45,8,11,2018
2018-11-09,piątek,1,0,0,45,9,11,2018
2018-11-10,sobota,0,1,1,45,10,11,2018
2018-11-11,niedziela,0,1,1,45,11,11,2018
2018-11-12,poniedziałek,1,0,0,46,12,11,2018
2018-11-13,wtorek,1,0,0,46,13,11,2018
2018-11-14,środa,1,0,0,46,14,11,2018
2018-11-15,czwartek,1,0,0,46,15,11,2018
2018-11-16,piątek,1,0,0,46,16,11,2018
2018-11-17,sobota,0,1,1,46,17,11,2018
2018-11-18,niedziela,0,1,1,46,18,11,2018
2018-11-19,poniedziałek,1,0,0,47,19,11,2018
2018-11-20,wtorek,1,0,0,47,20,11,2018
2018-11-21,środa,1,0,0,47,21,11,2018
2018-11-22,czwartek,1,0,0,47,22,11,2018
2018-11-23,piątek,1,0,0,47,23,11,2018
2018-11-24,sobota,0,1,1,47,24,11,2018
2018-11-25,niedziela,0,1,1,47,25,11,2018
2018-11-26,poniedziałek,1,0,0,48,26,11,2018
2018-11-27,wtorek,1,0,0,48,27,11,2018
2018-11-28,środa,1,0,0,48,28,11,2018
2018-11-29,czwartek,1,0,0,48,29,11,2018
2018-11-30,piątek,1,0,0,48,30,11,2018
2018-12-01,sobota,0,1,1,48,1,12,2018
2018-12-02,niedziela,0,1,1,48,2,12,2018
2018-12-03,poniedziałek,1,0,0,49,3,12,2018
2018-12-04,wtorek,1,0,0,49,4,12,2018
2018-12-05,środa,1,0,0,49,5,12,2018
2018-12-06,czwartek,1,0,0,49,6,12,2018
2018-12-07,piątek,1,0,0,49,7,12,2018
2018-12-08,sobota,0,1,1,49,8,12,2018
2018-12-09,niedziela,0,1,1,49,9,12,2018
2018-12-10,poniedziałek,1,0,0,50,10,12,2018
2018-12-11,wtorek,1,0,0,50,11,12,2018
2018-12-12,środa,1,0,0,50,12,12,2018
2018-12-13,czwartek,1,0,0,50,13,12,2018
2018-12-14,piątek,1,0,0,50,14,12,2018
2018-12-15,sobota,0,1,1,50,15,12,2018
2018-12-16,niedziela,0,1,1,50,16,12,2018
2018-12-17,poniedziałek,1,0,0,51,17,12,2018
2018-12-18,wtorek,1,0,0,51,18,12,2018
2018-12-19,środa,1,0,0,51,19,12,2018
2018-12-20,czwartek,1,0,0,51,20,12,2018
2018-12-21,piątek,1,0,0,51,21,12,2018
2018-12-22,sobota,0,1,1,51,22,12,2018
2018-12-23,niedziela,0,1,1,51,23,12,2018
2018-12-24,poniedziałek,1,0,1,52,24,12,2018
2018-12-25,wtorek,0,0,1,52,25,12,2018
2018-12-26,środa,0,0,1,52,26,12,2018
2018-12-27,czwartek,1,0,0,52,27,12,2018
2018-12-28,piątek,1,0,0,52,28,12,2018
2018-12-29,sobota,0,1,1,52,29,12,2018
2018-12-30,niedziela,0,1,1,52,30,12,2018
2018-12-31,poniedziałek,1,0,0,53,31,12,2018
2019-01-01,wtorek,1,0,0,53,1,1,2019
